loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-73034144,BR-412198,jumbo,2021-05-06,2031-03-15,350180.93,202916.73,4.073,120,TN,cash_out_refinance,C,9,<40k,current,0,Highline Capital Servicing,2023-01-09,2026-02-25,complete,origination_sys_a
LN-14854490,BR-822260,va,2023-01-05,2032-11-13,301780.96,215888.51,7.9,120,CA,refinance,C,27,75k-120k,delinquent_30,31,Meridian Loan Servicing,2025-11-17,2026-01-22,missing,origination_sys_b
LN-18223704,BR-237753,va,2019-02-10,2028-12-19,556459.26,294783.11,5.743,120,WI,purchase,B,11,75k-120k,current,0,Coastal Trust Servicing,2023-04-04,2026-05-24,missing,origination_sys_a
LN-47009528,BR-637207,fha,2021-02-14,2035-11-28,-27252.79,148745.53,5.106,180,PA,cash_out_refinance,A,26,<40k,current,0,Coastal Trust Servicing,2025-07-02,2026-02-20,complete,origination_sys_b
LN-72495243,BR-354688,va,2021-12-28,2031-11-06,229254.64,134517.48,7.98,120,NJ,purchase,D,24,40k-75k,current,0,Highline Capital Servicing,2025-02-03,2025-12-28,complete,origination_sys_b
,BR-366832,fha,2022-09-11,2042-05-29,582892.79,510579.85,5.317,240,WI,refinance,A,10,<40k,current,0,Meridian Loan Servicing,2024-01-31,2026-03-20,partial,origination_sys_b
LN-28479517,BR-484520,conventional,2024-02-17,2053-09-12,417519.88,309465.71,7.355,360,NH,cash_out_refinance,D,10,40k-75k,current,0,Coastal Trust Servicing,2026-04-05,2026-05-07,partial,manual_spreadsheet
LN-15687908,BR-768865,fha,2022-05-09,2032-03-17,300710.17,93606.45,7.642,120,VT,refinance,A,8,120k+,current,0,Coastal Trust Servicing,2022-10-15,2026-07-22,missing,origination_sys_b
LN-75980185,BR-756655,fha,2022-10-30,2052-05-25,96951.54,59902.38,5.953,360,OK,purchase,D,22,75k-120k,current,0,Meridian Loan Servicing,2024-02-19,2025-12-23,partial,origination_sys_a
LN-20756690,BR-793960,va,2021-07-26,2031-06-04,384319.27,96462.31,5.294,120,OR,cash_out_refinance,D,14,<40k,current,0,Highline Capital Servicing,2024-12-03,2026-03-28,complete,origination_sys_a
LN-92557620,BR-186745,jumbo,2022-06-17,2042-03-04,547129.84,315523.86,5.857,240,AL,refinance,D,30,75k-120k,current,0,Coastal Trust Servicing,2023-09-14,2025-08-23,missing,origination_sys_a
LN-96009710,BR-516082,conventional,2020-12-04,2030-10-13,138685.0,55069.36,6.088,120,CA,refinance,B,12,40k-75k,current,0,Coastal Trust Servicing,2022-10-13,2025-01-16,missing,origination_sys_b
LN-96015535,BR-642054,conventional,2022-01-31,2036-11-13,451230.73,133187.48,7.096,180,MO,purchase,B,25,120k+,delinquent_60,61,Highline Capital Servicing,2024-04-12,2026-06-21,complete,origination_sys_a
LN-71919223,BR-561296,jumbo,2022-02-15,2031-12-25,382318.75,90008.87,8.0,120,CO,purchase,A,23,75k-120k,current,0,Coastal Trust Servicing,2025-10-24,2026-04-22,complete,origination_sys_b
LN-30524890,BR-664172,va,2019-11-29,2039-08-16,202521.29,89682.47,4.165,240,WI,cash_out_refinance,C,1,75k-120k,current,0,Highline Capital Servicing,2022-05-27,2026-01-21,missing,origination_sys_b
LN-98828513,BR-744527,jumbo,2020-06-07,2030-04-16,478950.02,123147.8,4.261,120,IL,purchase,B,13,<40k,delinquent_30,42,Highline Capital Servicing,2024-12-14,2025-06-09,,manual_spreadsheet
LN-91026314,BR-604049,jumbo,2023-05-08,2052-12-01,241711.17,214485.64,4.385,360,MN,refinance,B,18,40k-75k,current,0,Meridian Loan Servicing,2025-02-22,2026-05-08,missing,manual_spreadsheet
LN-43250988,BR-802517,conventional,2021-09-04,2051-03-31,396907.4,220524.68,4.274,360,FL,refinance,A,0,<40k,current,0,Meridian Loan Servicing,2023-04-20,2026-07-05,partial,origination_sys_a
LN-62029030,BR-553984,conventional,2022-08-29,2052-03-24,610069.36,503444.5,6.457,360,OH,refinance,C,26,120k+,current,0,Highline Capital Servicing,2023-07-22,2026-06-15,missing,manual_spreadsheet
LN-52809949,BR-195619,conventional,2024-04-08,2039-01-20,249205.34,234339.48,6.745,180,MS,refinance,B,28,<40k,current,0,Meridian Loan Servicing,2025-08-06,2025-06-29,missing,origination_sys_b
LN-91796780,BR-294112,conventional,2020-05-18,2030-03-27,335684.85,202344.95,6.783,120,NM,cash_out_refinance,C,27,120k+,current,0,Meridian Loan Servicing,2020-07-09,2025-11-18,complete,origination_sys_b
LN-05691368,BR-501420,va,31/02/2021,2051-04-26,191976.1,154708.83,7.159,360,ME,refinance,C,27,120k+,current,0,Highline Capital Servicing,2024-10-30,2026-01-01,missing,origination_sys_a
LN-29986437,BR-676968,va,2023-05-16,2022-04-11,361227.91,335283.88,3.949,240,VT,purchase,B,27,75k-120k,delinquent_30,38,Meridian Loan Servicing,2024-11-14,2026-07-02,partial,origination_sys_b
LN-37783827,BR-662690,jumbo,2020-01-30,2039-10-17,101112.46,26102.02,7.606,240,AL,purchase,C,0,40k-75k,current,0,Meridian Loan Servicing,2023-07-28,2025-11-24,partial,origination_sys_b
LN-10565319,BR-723856,va,2019-08-29,2039-05-16,641285.86,67147.84,6.642,240,VT,cash_out_refinance,A,21,120k+,current,0,Coastal Trust Servicing,2025-09-19,2026-03-07,complete,origination_sys_a
LN-46873429,BR-642099,jumbo,2021-03-13,2040-11-28,169745.27,60574.9,5.937,240,NC,cash_out_refinance,D,1,40k-75k,current,0,Meridian Loan Servicing,2025-01-02,2026-05-21,missing,origination_sys_a
LN-06983055,BR-538261,jumbo,2022-05-12,2032-03-20,388285.29,130287.99,3.662,120,NJ,cash_out_refinance,B,4,<40k,current,0,Highline Capital Servicing,2023-08-17,2025-07-11,missing,origination_sys_b
LN-67866161,BR-403063,fha,2022-10-20,2032-08-28,351347.81,49477.85,6.383,120,NE,refinance,D,13,40k-75k,current,0,Highline Capital Servicing,2023-10-23,2026-06-07,complete,origination_sys_b
LN-73145423,BR-438303,jumbo,2022-12-10,2052-07-05,606023.98,388578.47,7.646,360,MS,purchase,B,23,<40k,closed,0,Coastal Trust Servicing,2026-06-28,2025-07-08,partial,origination_sys_b
LN-11820302,BR-129756,va,2023-09-12,2033-07-21,435591.26,196188.96,4.656,120,DE,cash_out_refinance,B,12,<40k,current,0,Meridian Loan Servicing,2026-02-09,2026-03-31,complete,origination_sys_a
LN-89513792,BR-235105,jumbo,2023-11-03,2053-05-29,278825.62,71792.46,5.239,360,MN,cash_out_refinance,B,9,75k-120k,current,0,Highline Capital Servicing,2024-12-14,2025-10-10,partial,origination_sys_a
LN-34094883,BR-442814,jumbo,2023-11-11,2038-08-24,420357.24,154290.26,3.58,180,IL,refinance,A,11,75k-120k,current,0,Meridian Loan Servicing,2024-01-22,2025-06-27,partial,origination_sys_a
LN-04340120,BR-234279,va,2022-10-26,2032-09-03,118675.38,89500.28,4.569,120,UT,refinance,D,18,<40k,delinquent_30,31,Highline Capital Servicing,2025-05-25,2026-07-20,complete,manual_spreadsheet
LN-98423851,BR-362645,conventional,2024-03-26,2034-02-02,512328.62,80668.7,5.371,120,NJ,purchase,B,7,120k+,current,0,Highline Capital Servicing,2026-06-24,2026-06-16,missing,origination_sys_a
LN-64218664,BR-715820,fha,2022-01-15,2041-10-02,219285.57,207206.82,5.111,240,WI,purchase,D,29,120k+,current,0,Highline Capital Servicing,2025-07-02,2025-06-14,missing,manual_spreadsheet
LN-78602152,BR-906275,va,2020-01-18,2039-10-05,174242.6,95417.32,4.192,240,MD,refinance,A,19,40k-75k,current,0,Coastal Trust Servicing,2020-02-24,2025-09-23,missing,origination_sys_b
LN-94466291,BR-087921,jumbo,2020-11-09,2040-07-27,571350.08,383366.0,8.464,240,WA,purchase,B,15,120k+,current,0,Highline Capital Servicing,2026-02-03,2025-06-30,complete,origination_sys_a
LN-70805030,BR-615360,conventional,2024-04-07,2034-02-14,316075.46,105227.82,6.702,120,VA,refinance,A,4,120k+,current,0,Highline Capital Servicing,2024-04-25,2025-10-31,missing,manual_spreadsheet
LN-39841824,BR-863884,va,2023-11-14,2053-06-09,349748.41,106736.52,8.229,360,WA,purchase,C,18,120k+,current,0,Highline Capital Servicing,2024-10-01,2025-08-10,missing,origination_sys_b
LN-45529729,BR-507880,va,2022-08-15,2021-07-11,139557.7,22815.62,6.486,180,TX,purchase,B,26,120k+,closed,0,Highline Capital Servicing,2024-04-13,2026-05-14,complete,origination_sys_a
LN-57880816,BR-532006,jumbo,2019-09-27,2034-07-10,635955.01,465092.39,45.0,180,HI,purchase,B,26,75k-120k,current,0,Highline Capital Servicing,2023-02-07,2026-06-03,complete,manual_spreadsheet
LN-51925543,BR-580530,fha,2019-11-27,2039-08-14,306684.25,171151.01,6.99,240,KY,cash_out_refinance,C,12,75k-120k,current,0,Highline Capital Servicing,2026-05-09,2026-07-02,missing,manual_spreadsheet
LN-27385988,BR-428055,fha,2024-06-14,2044-03-01,303106.55,93938.0,5.586,240,MO,refinance,B,0,<40k,current,0,Highline Capital Servicing,2025-05-10,2026-04-16,partial,origination_sys_b
LN-37340924,BR-005374,fha,2023-02-09,2052-09-04,470098.78,284222.08,4.956,360,AR,refinance,A,13,120k+,current,0,Highline Capital Servicing,2024-07-15,2025-12-22,partial,origination_sys_a
LN-42182599,BR-078887,jumbo,2019-11-12,2034-08-25,588311.24,128052.63,3.599,180,KS,refinance,B,1,75k-120k,current,0,Highline Capital Servicing,2021-08-03,2026-04-10,complete,manual_spreadsheet
LN-72972025,BR-540658,jumbo,2022-08-09,2052-03-04,114634.99,104496.8,0.01,360,LA,refinance,B,17,75k-120k,current,0,Meridian Loan Servicing,2023-10-12,2026-04-10,partial,origination_sys_b
LN-77499036,BR-956856,conventional,2022-06-02,2042-02-17,380177.26,264603.18,4.202,240,NV,purchase,B,22,75k-120k,delinquent_90,97,Highline Capital Servicing,2023-03-30,2026-06-21,missing,origination_sys_a
LN-28013007,BR-645469,conventional,2023-06-30,2038-04-12,632584.74,410732.15,6.782,180,CA,cash_out_refinance,D,23,75k-120k,current,0,Coastal Trust Servicing,2026-06-04,2026-02-22,missing,origination_sys_a
LN-86825162,BR-947357,va,2020-02-17,2029-12-26,365490.35,112782.13,4.329,120,NE,refinance,C,29,40k-75k,current,0,Meridian Loan Servicing,2025-02-06,2026-02-22,complete,manual_spreadsheet
LN-39587452,BR-133336,conventional,2019-01-06,2048-08-01,309627.42,72170.83,8.168,360,GA,purchase,B,14,40k-75k,current,0,Meridian Loan Servicing,2026-05-06,2025-07-15,partial,origination_sys_a
LN-08748876,BR-465895,va,2021-07-11,2031-05-20,638996.73,126957.18,3.853,120,NH,refinance,D,10,75k-120k,current,0,Meridian Loan Servicing,2024-11-07,2025-06-29,missing,origination_sys_a
LN-36535673,BR-455542,conventional,2023-08-04,2033-06-12,560505.96,175659.81,7.806,120,AK,cash_out_refinance,D,12,<40k,current,0,Meridian Loan Servicing,2024-12-03,2025-07-04,missing,origination_sys_b
,BR-870780,jumbo,2022-10-27,2032-09-04,182831.82,28282.98,3.535,120,MT,refinance,A,27,<40k,delinquent_30,39,Meridian Loan Servicing,2025-05-15,2025-11-18,missing,origination_sys_a
LN-27686640,BR-704468,fha,2020-03-25,2049-10-19,524221.39,235345.13,8.483,360,IL,refinance,C,22,120k+,current,0,Meridian Loan Servicing,2025-09-09,2025-09-23,partial,origination_sys_a
LN-36674936,BR-566757,va,2023-02-23,2033-01-01,516587.03,121974.11,4.817,120,MD,refinance,B,3,<40k,current,0,Highline Capital Servicing,2023-07-03,2025-11-13,partial,origination_sys_b
LN-30491639,BR-500684,jumbo,2024-05-01,2034-03-10,451298.4,159612.24,6.189,120,GA,purchase,C,25,75k-120k,delinquent_30,44,Highline Capital Servicing,2025-07-11,2026-07-12,missing,origination_sys_b
LN-77420496,BR-475215,jumbo,2020-06-23,2050-01-17,636506.22,293856.32,5.33,360,VA,purchase,B,21,120k+,current,0,Meridian Loan Servicing,2021-08-24,2026-07-25,missing,origination_sys_b
LN-66921087,BR-037557,conventional,2024-05-23,2039-03-06,485082.11,404461.76,8.234,180,IN,refinance,C,25,120k+,delinquent_60,62,Highline Capital Servicing,2026-05-19,2026-05-28,partial,origination_sys_b
LN-47964439,BR-806456,va,2019-12-28,2029-11-05,276864.84,114245.21,7.956,120,CT,purchase,C,26,75k-120k,current,0,Coastal Trust Servicing,2025-05-14,2026-04-18,partial,manual_spreadsheet
,BR-970196,conventional,2023-12-27,2033-11-04,481983.04,353354.44,6.376,120,TN,cash_out_refinance,D,22,40k-75k,current,0,Meridian Loan Servicing,2025-07-20,2025-10-26,complete,origination_sys_b
LN-09792891,BR-816925,conventional,2021-02-11,2050-09-07,342017.43,150550.7,3.862,360,IN,cash_out_refinance,D,13,40k-75k,current,0,Highline Capital Servicing,2023-11-07,2025-07-10,partial,manual_spreadsheet
LN-24201280,BR-333818,conventional,2023-02-25,2033-01-03,133458.79,26425.35,4.05,120,MO,purchase,D,24,40k-75k,closed,0,Highline Capital Servicing,2024-05-16,2025-11-03,complete,manual_spreadsheet
LN-76448206,BR-099950,fha,2022-04-12,2041-12-28,498986.54,201381.5,7.215,240,MI,refinance,A,23,40k-75k,delinquent_60,55,Highline Capital Servicing,2023-11-23,2026-03-26,,origination_sys_b
LN-42223370,BR-628102,jumbo,2023-11-28,2053-06-23,354233.35,282152.97,6.13,360,NJ,cash_out_refinance,C,6,<40k,delinquent_90,75,Meridian Loan Servicing,2026-05-11,2025-11-01,missing,origination_sys_a
LN-50530064,BR-235392,jumbo,2020-08-15,2030-06-24,412402.84,291732.67,5.907,120,NE,purchase,A,30,<40k,current,0,Highline Capital Servicing,2021-06-28,2024-12-07,missing,origination_sys_b
LN-78458145,BR-197327,fha,2019-07-19,2029-05-27,430629.49,260711.37,3.561,120,AZ,purchase,B,6,<40k,current,0,Meridian Loan Servicing,2025-03-06,2025-11-17,partial,origination_sys_b
LN-70704032,BR-750948,fha,2024-06-23,2044-03-10,598673.56,559139.04,7.744,240,ND,purchase,B,4,40k-75k,current,0,Highline Capital Servicing,2024-07-31,2025-10-26,,origination_sys_b
LN-97781252,BR-516359,conventional,2020-04-20,2035-02-01,184987.86,148048.44,7.483,180,HI,purchase,C,10,120k+,current,0,Coastal Trust Servicing,2023-06-24,2025-07-19,partial,origination_sys_a
LN-71541108,BR-927649,fha,2020-03-19,2039-12-05,185832.17,113400.62,4.884,240,OR,cash_out_refinance,C,5,120k+,delinquent_30,34,Meridian Loan Servicing,2024-03-17,2026-01-06,partial,origination_sys_a
LN-27317856,BR-432732,va,2020-11-16,2035-08-30,648448.92,74856.3,4.296,180,NH,refinance,D,13,75k-120k,current,0,Coastal Trust Servicing,2023-06-29,2025-07-04,partial,origination_sys_a
LN-22879452,BR-306864,fha,2022-02-23,2051-09-19,152550.63,62740.75,7.225,360,OK,purchase,C,8,40k-75k,delinquent_30,38,Coastal Trust Servicing,2023-10-02,2026-06-18,partial,manual_spreadsheet
LN-24667770,BR-086518,fha,2020-11-03,2050-05-30,220420.07,101153.31,6.973,360,CO,purchase,B,0,120k+,current,0,Meridian Loan Servicing,2026-02-26,2025-08-15,complete,origination_sys_b
LN-44575175,BR-199317,jumbo,2019-05-01,2048-11-24,473946.0,138030.51,5.484,360,MA,cash_out_refinance,C,26,40k-75k,delinquent_30,31,Coastal Trust Servicing,2025-10-24,2026-04-11,missing,origination_sys_a
LN-19858035,BR-569167,jumbo,2021-03-06,2040-11-21,276349.42,167290.73,7.093,240,OR,refinance,A,19,120k+,delinquent_90,81,Highline Capital Servicing,2024-12-11,2026-01-22,complete,origination_sys_b
LN-37047525,BR-702224,jumbo,2022-10-28,2037-08-10,204516.97,155929.34,7.666,180,TX,purchase,C,17,<40k,current,0,Highline Capital Servicing,2023-01-29,2025-08-26,missing,manual_spreadsheet
LN-09904957,BR-600869,conventional,2023-06-21,2043-03-08,130508.22,117096.56,4.253,240,OK,refinance,D,29,<40k,current,0,Highline Capital Servicing,2026-07-09,2025-09-19,complete,manual_spreadsheet
LN-57358921,BR-465649,conventional,2024-05-29,2034-04-07,579417.48,253849.48,4.527,120,OH,refinance,A,2,75k-120k,current,0,Highline Capital Servicing,2024-09-07,2025-10-11,missing,origination_sys_a
LN-98934819,BR-562184,va,2023-06-08,2053-01-01,146123.49,29901.35,5.086,360,NY,cash_out_refinance,A,24,40k-75k,delinquent_30,31,Highline Capital Servicing,2026-02-07,2025-11-06,missing,origination_sys_b
LN-94619152,BR-213802,va,2021-10-02,2051-04-28,247901.5,145171.67,4.589,360,AR,refinance,D,30,40k-75k,current,0,Highline Capital Servicing,2022-02-15,2025-06-20,partial,manual_spreadsheet
LN-06270755,BR-659332,fha,2020-06-02,2040-02-18,272167.04,27600.65,0.01,240,AK,refinance,A,18,75k-120k,current,0,Highline Capital Servicing,2025-06-25,2025-07-09,partial,manual_spreadsheet
LN-60147332,BR-846086,va,2024-02-22,2053-09-17,198678.11,127262.78,4.056,360,IA,purchase,D,16,120k+,current,0,Meridian Loan Servicing,2024-11-14,2026-01-16,complete,manual_spreadsheet
LN-50297450,BR-417186,fha,2021-11-14,2051-06-10,523476.73,451647.19,4.647,360,OK,purchase,B,5,40k-75k,current,0,Highline Capital Servicing,2021-12-10,2025-12-27,missing,origination_sys_b
LN-02072613,BR-779308,va,2021-08-22,2041-05-09,573807.07,288563.26,4.471,240,WY,refinance,B,5,40k-75k,current,0,Meridian Loan Servicing,2026-01-29,2025-10-31,partial,origination_sys_b
LN-09008128,BR-920377,conventional,31/02/2021,2039-05-16,625206.44,298194.8,8.149,240,KY,refinance,D,17,120k+,current,0,Highline Capital Servicing,2022-11-19,2025-10-02,missing,manual_spreadsheet
LN-37496962,BR-576086,jumbo,2019-09-21,2029-07-30,179913.12,72806.25,4.753,120,KS,cash_out_refinance,D,19,<40k,current,0,Highline Capital Servicing,2023-06-11,2025-06-12,missing,origination_sys_b
LN-71804950,BR-285843,conventional,2024-05-15,2044-01-31,601530.95,170467.46,5.443,240,NE,refinance,B,7,120k+,current,0,Highline Capital Servicing,2025-05-30,2026-03-06,partial,origination_sys_a
LN-05512024,BR-366823,jumbo,2019-06-19,2049-01-12,261458.02,149675.45,7.798,360,ID,refinance,A,17,75k-120k,current,0,Coastal Trust Servicing,2021-07-12,2026-03-14,complete,manual_spreadsheet
LN-73739315,BR-329938,jumbo,2019-10-16,2039-07-03,179242.07,124347.52,3.575,240,LA,purchase,C,14,<40k,current,0,Meridian Loan Servicing,2022-03-06,2026-01-19,complete,manual_spreadsheet
LN-69130086,BR-396640,va,2019-10-23,2039-07-10,465124.22,326773.41,8.256,240,RI,purchase,B,0,75k-120k,current,0,Meridian Loan Servicing,2024-05-17,2025-11-12,partial,manual_spreadsheet
LN-64902130,BR-285537,va,2024-03-14,2038-12-26,595948.35,384204.8,3.538,180,GA,purchase,D,3,<40k,current,0,Meridian Loan Servicing,2025-10-25,2025-12-13,complete,manual_spreadsheet
LN-00764313,BR-767073,va,2020-05-13,2035-02-24,292992.93,222135.82,3.512,180,NH,cash_out_refinance,B,7,<40k,current,0,Highline Capital Servicing,2024-03-22,2025-06-02,missing,origination_sys_a
LN-03278471,BR-271699,jumbo,2019-10-07,2034-07-20,127220.96,79219.2,8.37,180,NV,refinance,D,10,<40k,current,0,Highline Capital Servicing,2021-09-30,2026-06-29,missing,origination_sys_b
LN-35407010,BR-145906,jumbo,2022-08-20,2052-03-15,118130.99,109563.27,6.663,360,IN,refinance,B,4,40k-75k,current,0,Meridian Loan Servicing,2026-06-20,2026-04-28,partial,origination_sys_a
LN-25490213,BR-007439,fha,2022-01-09,2041-09-26,413891.02,368002.73,7.869,240,VT,cash_out_refinance,A,6,40k-75k,current,0,Highline Capital Servicing,2024-06-22,2026-06-04,partial,manual_spreadsheet
LN-16264583,BR-250028,jumbo,2022-09-11,2052-04-06,296593.97,229152.06,7.519,360,HI,cash_out_refinance,D,12,75k-120k,closed,0,Meridian Loan Servicing,2025-02-09,2025-10-11,partial,origination_sys_a
LN-99486376,BR-924241,va,2023-11-20,2043-08-07,116259.79,96167.2,7.041,240,DE,purchase,C,13,40k-75k,current,92,Highline Capital Servicing,2023-11-25,2025-09-21,partial,manual_spreadsheet
LN-87787197,BR-765262,fha,2019-09-23,2049-04-18,266384.89,132191.61,3.865,360,OR,purchase,C,13,75k-120k,current,0,Meridian Loan Servicing,2021-10-24,2025-06-28,complete,origination_sys_a
LN-62345811,BR-560026,fha,2020-08-22,2050-03-18,343037.38,38978.96,3.968,360,NH,cash_out_refinance,B,24,40k-75k,current,0,Meridian Loan Servicing,2025-08-17,2026-06-09,missing,manual_spreadsheet
LN-94743421,BR-895219,fha,2023-12-09,2038-09-21,475246.84,77229.94,3.635,180,AR,cash_out_refinance,C,16,75k-120k,current,0,Meridian Loan Servicing,2025-01-09,2026-06-03,partial,manual_spreadsheet
LN-95966470,BR-203662,jumbo,2020-02-21,2034-12-04,645925.22,496949.78,7.884,180,RI,purchase,A,17,75k-120k,delinquent_60,63,Highline Capital Servicing,2023-04-12,2025-06-12,missing,manual_spreadsheet
LN-93898082,BR-138786,conventional,2023-09-04,2033-07-13,144823.04,114464.13,4.584,120,ND,cash_out_refinance,A,9,75k-120k,current,0,Coastal Trust Servicing,2024-01-21,2026-03-16,complete,origination_sys_b
LN-23562644,BR-300614,va,2019-05-06,2039-01-21,217934.46,142466.96,5.407,240,NH,purchase,D,26,120k+,current,0,Coastal Trust Servicing,2022-04-14,2026-05-18,complete,origination_sys_a
LN-66274153,BR-954058,jumbo,2024-05-24,2034-04-02,168217.61,93663.36,5.693,120,PA,cash_out_refinance,B,21,40k-75k,delinquent_90,113,Meridian Loan Servicing,2025-07-21,2025-05-21,complete,origination_sys_b
LN-26033752,BR-995571,fha,2023-11-17,2033-09-25,490067.78,105309.74,5.439,120,TX,purchase,A,14,120k+,current,0,Highline Capital Servicing,2025-06-11,2025-09-06,complete,origination_sys_a
LN-08215294,BR-435823,va,2022-10-27,2042-07-14,387472.74,279936.68,7.555,240,VA,purchase,B,10,40k-75k,current,0,Coastal Trust Servicing,2024-11-24,2025-09-15,partial,origination_sys_b
LN-91704857,BR-144477,conventional,2019-08-07,2034-05-20,82518.36,40210.11,7.894,180,NC,refinance,B,10,40k-75k,delinquent_30,44,Coastal Trust Servicing,2024-12-27,2026-03-16,missing,manual_spreadsheet
LN-08721648,BR-936864,jumbo,2024-03-02,2053-09-26,193099.13,55381.25,3.97,360,SC,cash_out_refinance,D,29,<40k,current,0,Coastal Trust Servicing,2025-10-16,2025-08-14,missing,manual_spreadsheet
LN-42673817,BR-063182,fha,2021-08-30,2031-07-09,294432.98,102076.92,8.432,120,MO,cash_out_refinance,C,6,120k+,current,0,Coastal Trust Servicing,2022-10-14,2026-06-30,missing,origination_sys_a
LN-06420146,BR-193700,fha,2019-09-18,2018-08-14,410289.59,124644.67,5.595,120,AK,cash_out_refinance,A,4,120k+,current,0,Highline Capital Servicing,2025-12-30,2026-01-21,missing,manual_spreadsheet
LN-35738615,BR-402285,jumbo,2020-03-03,2039-11-19,561476.43,99227.03,8.425,240,MO,refinance,B,25,40k-75k,current,0,Meridian Loan Servicing,2022-07-01,2025-09-21,complete,origination_sys_b
LN-33851762,BR-008615,conventional,2022-11-19,2037-09-01,545853.48,329412.79,3.932,180,TX,cash_out_refinance,D,25,<40k,current,0,Highline Capital Servicing,2023-05-14,2025-11-06,missing,origination_sys_a
LN-78612889,BR-378209,conventional,2022-02-19,2041-11-06,239487.91,59796.23,7.112,240,PA,purchase,B,2,120k+,current,0,Coastal Trust Servicing,2022-10-10,2025-09-12,missing,origination_sys_a
LN-62386166,BR-297640,jumbo,2023-07-16,2043-04-02,566556.51,282178.95,5.47,240,OH,cash_out_refinance,A,16,<40k,current,0,Meridian Loan Servicing,2024-04-21,2025-11-19,missing,manual_spreadsheet
LN-97889298,BR-096967,conventional,2021-05-28,2031-04-06,278810.37,31639.19,7.81,120,NV,refinance,B,19,120k+,delinquent_30,34,Coastal Trust Servicing,2024-03-24,2026-05-24,partial,origination_sys_a
LN-86718460,BR-438659,jumbo,2019-07-13,2029-05-21,505787.74,420339.35,8.134,120,NV,cash_out_refinance,C,0,<40k,current,0,Coastal Trust Servicing,2023-12-23,2026-06-11,missing,origination_sys_a
LN-60616038,BR-156679,conventional,2021-07-30,2051-02-23,177981.61,145041.13,5.819,360,PA,cash_out_refinance,B,25,75k-120k,current,0,Coastal Trust Servicing,2024-07-30,2026-07-31,complete,origination_sys_a
LN-25159539,BR-992719,jumbo,2020-10-24,2040-07-11,434817.52,235570.47,5.148,240,OK,cash_out_refinance,B,18,<40k,current,0,Meridian Loan Servicing,2024-10-06,2025-12-12,partial,origination_sys_b
LN-08307127,BR-195834,conventional,2023-06-30,2033-05-08,384598.42,221070.63,6.632,120,TN,purchase,B,18,40k-75k,current,0,Meridian Loan Servicing,2024-03-08,2026-01-06,complete,manual_spreadsheet
LN-41706611,BR-216860,fha,2023-12-02,2038-09-14,273740.38,256983.68,7.932,180,QQ,refinance,B,0,40k-75k,current,0,Highline Capital Servicing,2026-02-13,2025-06-19,complete,origination_sys_b
LN-72084706,BR-236596,jumbo,2022-08-26,2052-03-21,159168.91,56268.33,4.779,360,WA,refinance,D,25,40k-75k,current,0,Highline Capital Servicing,2026-04-09,2026-07-11,partial,origination_sys_b
LN-96495685,BR-758696,jumbo,2024-04-08,2043-12-25,204755.79,137030.68,6.65,240,NE,refinance,B,13,120k+,current,0,Highline Capital Servicing,2025-09-20,2026-03-09,partial,origination_sys_a
LN-92184856,BR-638796,conventional,2019-11-12,2029-09-20,570585.71,148527.2,0.01,120,WI,cash_out_refinance,C,10,<40k,current,0,Highline Capital Servicing,2020-03-21,2026-02-16,missing,origination_sys_a
LN-19610427,BR-985273,conventional,2021-12-25,2041-09-11,308509.03,249766.68,4.708,240,AK,purchase,D,4,75k-120k,delinquent_60,59,Coastal Trust Servicing,2023-12-14,2025-10-22,complete,origination_sys_b
LN-90220957,BR-668768,va,2019-03-20,2033-12-31,472802.77,193555.1,4.44,180,WA,cash_out_refinance,A,3,40k-75k,current,0,Meridian Loan Servicing,2026-07-31,2025-09-03,partial,manual_spreadsheet
LN-58316103,BR-217329,va,2019-03-01,2038-11-16,646442.46,522429.36,6.66,240,NV,purchase,A,18,40k-75k,current,0,Highline Capital Servicing,2020-03-19,2025-08-16,complete,origination_sys_b
LN-07118414,BR-391034,jumbo,2022-09-25,2042-06-12,276091.42,178394.47,7.096,240,WI,cash_out_refinance,B,24,120k+,delinquent_30,33,Highline Capital Servicing,2023-04-20,2026-05-24,complete,origination_sys_b
LN-59426408,BR-959440,va,2019-02-28,2038-11-15,379659.87,195718.69,3.662,240,QQ,cash_out_refinance,B,29,40k-75k,delinquent_30,37,Coastal Trust Servicing,2023-11-09,2025-06-08,partial,origination_sys_a
LN-50580211,BR-622065,fha,2022-10-17,2032-08-25,620156.42,87176.61,4.035,120,KY,purchase,D,11,75k-120k,current,0,Highline Capital Servicing,2024-11-30,2026-03-12,partial,origination_sys_a
LN-10822462,BR-786865,jumbo,2022-05-26,2032-04-03,142813.5,95463.67,4.094,120,TN,purchase,C,0,120k+,current,0,Meridian Loan Servicing,2026-03-25,2025-10-11,missing,origination_sys_a
LN-21146005,BR-261525,conventional,2024-04-26,2053-11-20,424825.29,262816.96,7.434,360,NH,purchase,D,13,120k+,delinquent_30,35,Meridian Loan Servicing,2026-06-26,2026-01-18,complete,origination_sys_b
